driver_id,person_key,creation_rule,lead_events_count,action,status,error
104e648d2f704fffa5fe7df1fc9beed9,fdf5b9bb-e707-4778-bb28-c3a267b9d815,R1_PHONE_EXACT,0,quarantined,quarantined,
11fee6bd69bd42ebb8524dfec10ca587,660b1707-35f3-40ef-a3b5-2ea9f94ea567,R1_PHONE_EXACT,0,quarantined,quarantined,
1939a27a0cb24e5990a8a62a1cc692d6,6c7fd8e0-536e-4958-8219-679cab99db93,R1_PHONE_EXACT,0,quarantined,quarantined,
7f0fccab79c6424c8fb65e72c1f23d1c,e1f28c01-9dde-48e4-a67d-7449bef90154,R1_PHONE_EXACT,0,quarantined,quarantined,
d31dfcecbc9b40ecb20fc1b818d23067,ecbd02ef-5d00-42c3-98d8-7baf404f369f,R1_PHONE_EXACT,0,quarantined,quarantined,
bd4623906757444e9ab5bbe551944aee,c900eee3-2a0b-4b28-8fbd-9896b9064e37,R1_PHONE_EXACT,0,quarantined,quarantined,
75178bab8cf2418cb4bcebefc5382b46,93fa71eb-d2ef-42dc-b1fe-3af09a43bbd6,R1_PHONE_EXACT,0,quarantined,quarantined,
b818d6aebd754f0a96fac9c9910ffc04,b0bc52db-e9b2-48fa-a8ee-75825bd84e8c,R1_PHONE_EXACT,0,quarantined,quarantined,
8f38302fd41b4626b47933ae0d7f7dd2,bcb70541-e552-47d8-8f72-ef552b75fb32,R1_PHONE_EXACT,0,quarantined,quarantined,
d4a55636a47141528dbbdf82fea06116,14f52261-6d68-430f-be05-18b743471835,R1_PHONE_EXACT,0,quarantined,quarantined,
875628a1ab8c4fcd9bd2196922104ae3,5447c695-8e68-49bf-87bb-4bb285910a17,R1_PHONE_EXACT,0,quarantined,quarantined,
ce4005d3401b4bcf923b405219887f08,455c0d23-ac8d-435c-892c-4b705a6f83eb,R1_PHONE_EXACT,0,quarantined,quarantined,
aabec0c3669548a1834609be11816462,ca63be50-b2a8-4e7e-a718-ffa84b769568,R1_PHONE_EXACT,0,quarantined,quarantined,
abecd9754ed54814a5826161f55e1a5f,c64866ee-016e-4c8f-ab3e-b97b28c35bf7,R1_PHONE_EXACT,0,quarantined,quarantined,
c48114a45465420a9bd7c6afef609ca0,850ad3a1-7178-4b2f-90a1-f0cf5b242d98,R1_PHONE_EXACT,0,quarantined,quarantined,
4682a6c78ff141029c7ffba39d97a355,785d9c75-8391-4001-a657-ebad56ff81c3,R1_PHONE_EXACT,0,quarantined,quarantined,
e503f53359f74e95ad9f0ed0c7d39755,dcc37e9d-2e52-48de-82ef-b4e6b2bba19b,R1_PHONE_EXACT,0,quarantined,quarantined,
3bab3d4f8ff74fbf94a514ccd8451081,0b89e4f2-901a-406d-9ab3-59a73b6ee121,R1_PHONE_EXACT,0,quarantined,quarantined,
449b59535d2447579acce060b9674733,e5150bbe-ca58-436e-b119-9afc7a867cc0,R1_PHONE_EXACT,0,quarantined,quarantined,
ee61d020baf74544963498100529341b,19f0ca74-a500-4cf0-bec1-ef3563de7043,R1_PHONE_EXACT,0,quarantined,quarantined,
d1af517c52754d91bebdb58ccae6c939,6e55fd08-d083-4ad3-930c-78236d7796e6,R1_PHONE_EXACT,0,quarantined,quarantined,
1ef254468d0c4dd0a2e09c2f88c31240,54ada5b8-2917-4b4d-9fa2-40cdb348f222,R1_PHONE_EXACT,0,quarantined,quarantined,
c6d14c095f704908bb5aef7766e22147,d5cb782b-867c-4c82-aa1c-fcdebaba24f5,R1_PHONE_EXACT,0,quarantined,quarantined,
82e0bdb3a01f433a90d2b3ac679c0be9,7c139468-cb53-468a-bcd7-de8147250bac,R1_PHONE_EXACT,0,quarantined,quarantined,
ca7993b7f16a4975b8430210b07efb7a,1f38e314-f34a-4174-9457-56bd3c5dfc90,R1_PHONE_EXACT,0,quarantined,quarantined,
6c32f28a4690443e8809bf3ea0154861,4a19f14a-197a-4d21-9d6f-4486174e4e58,R1_PHONE_EXACT,0,quarantined,quarantined,
